id_evenement,date_heure,ville,zone,id_utilisateur,id_appareil,type_vehicule,energie,station_depart,station_arrivee,distance_km,duree_min,temperature,pluie,pm10,volume_trafic,montant_paiement,moyen_paiement,nom_utilisateur,age,abonnement,genre,risque_accident
373,2025-10-06 04:00,Paris,Nord,102,APP-6175,Trottinette,Humaine,37,29,3.95,9,2.3,0,22,148,1.89,Carte,Leo,46,Gratuit,homme,2
374,2025-10-06 04:20,Paris,Sud,210,APP-9850,Voiture,Diesel,50,6,6.49,16,1.2,0,21,142,2.67,Carte,Alice,30,Premium,femme,4
375,2025-10-06 04:40,Paris,Est,228,APP-8070,Voiture,Humaine,10,21,10.69,9,2.1,1,22,188,2.14,Mobile,Leo,18,Premium,homme,3
376,2025-10-06 05:00,Paris,Nord,53,APP-2842,Velo,Electrique,22,59,10.24,11,2.1,0,14,98,5.53,Mobile,Leo,27,Gratuit,femme,4
377,2025-10-06 05:20,Paris,Nord,88,APP-9867,Trottinette,Humaine,24,19,5.1,18,2.9,0,17,159,5.61,Carte,Alice,19,Premium,homme,2
378,2025-10-06 05:40,Paris,Centre,97,APP-8218,Trottinette,Electrique,22,21,1.09,14,2.2,1,18,109,1.71,Mobile,Emma,32,Gratuit,femme,4
379,2025-10-06 06:00,Paris,Centre,173,APP-4014,Velo,Electrique,47,20,4.92,16,2.2,1,18,178,4.07,Mobile,Sofia,18,Gratuit,homme,4
380,2025-10-06 06:20,Paris,Nord,3,APP-7440,Trottinette,Humaine,42,53,9.63,16,2.3,0,19,187,5.57,Carte,Alice,23,Gratuit,femme,1
381,2025-10-06 06:40,Paris,Ouest,91,APP-8586,Velo,Humaine,30,38,4.83,14,2.6,1,12,63,4.63,Carte,Hugo,46,Premium,homme,3
382,2025-10-06 07:00,Paris,Sud,9,APP-6433,Bus,Electrique,1,56,5.64,7,2.2,1,27,263,5.06,Carte,Marc,38,Standard,femme,3
383,2025-10-06 07:20,Paris,Centre,224,APP-9570,Bus,Diesel,29,37,4.77,7,2.8,1,22,261,2.82,Mobile,Alice,23,Standard,homme,1
384,2025-10-06 07:40,Paris,Nord,167,APP-2720,Bus,Diesel,50,51,4.95,9,2.7,1,27,255,3.87,Carte,Sofia,31,Gratuit,femme,4
385,2025-10-06 08:00,Paris,Sud,67,APP-5153,Bus,Electrique,38,39,3.85,15,2.0,0,24,307,4.78,Carte,Alice,65,Premium,homme,3
386,2025-10-06 08:20,Paris,Centre,248,APP-1979,Velo,Diesel,57,49,1.79,37,2.6,1,25,291,4.19,Carte,Alice,27,Standard,femme,1
387,2025-10-06 08:40,Paris,Ouest,50,APP-6696,Bus,Humaine,35,20,2.67,3,1.6,0,25,221,4.19,Carte,Emma,35,Gratuit,homme,1
388,2025-10-06 09:00,Paris,Ouest,112,APP-3390,Bus,Diesel,52,57,4.56,17,1.7,1,22,242,5.69,Mobile,Emma,39,Gratuit,femme,2
389,2025-10-06 09:20,Paris,Centre,1,APP-5083,Velo,Diesel,38,54,0.67,9,2.3,1,21,240,2.93,Carte,Alice,29,Gratuit,homme,2
390,2025-10-06 09:40,Paris,Nord,110,APP-4401,Voiture,Electrique,16,49,4.26,11,1.3,1,23,276,1.54,Carte,Lucas,20,Premium,femme,1
391,2025-10-06 10:00,Paris,Ouest,249,APP-7556,Voiture,Diesel,13,11,2.53,23,1.5,1,18,173,3.79,Carte,Emma,25,Premium,homme,3
392,2025-10-06 10:20,Paris,Ouest,60,APP-2484,Trottinette,Electrique,17,3,1.37,24,2.3,0,21,144,3.36,Mobile,Nina,26,Standard,femme,3
393,2025-10-06 10:40,Paris,Centre,209,APP-6518,Voiture,Humaine,46,5,6.06,4,1.9,0,22,187,4.99,Carte,Hugo,23,Premium,homme,4
394,2025-10-06 11:00,Paris,Centre,158,APP-1351,Voiture,Humaine,29,9,1.14,7,1.5,0,18,178,2.27,Carte,Emma,24,Gratuit,femme,1
395,2025-10-06 11:20,Paris,Ouest,56,APP-1164,Bus,Diesel,14,49,11.87,18,1.6,0,22,168,5.82,Carte,Alice,18,Premium,homme,3
396,2025-10-06 11:40,Paris,Centre,27,APP-3677,Trottinette,Electrique,20,50,1.09,7,1.3,0,15,127,4.93,Carte,Alice,32,Standard,femme,3
397,2025-10-06 12:00,Paris,Centre,195,APP-8467,Voiture,Diesel,55,58,1.38,15,2.2,0,20,158,4.79,Mobile,Sofia,34,Premium,homme,4
398,2025-10-06 12:20,Paris,Sud,154,APP-5825,Trottinette,Electrique,21,23,9.77,19,2.0,1,15,123,2.51,Mobile,Hugo,53,Premium,femme,3
399,2025-10-06 12:40,Paris,Est,221,APP-8962,Voiture,Diesel,28,13,10.9,3,2.6,0,17,142,1.97,Mobile,Alice,41,Gratuit,homme,2
400,2025-10-06 13:00,Paris,Est,244,APP-4926,Trottinette,Humaine,18,39,4.1,14,1.5,1,17,156,5.87,Carte,Nina,70,Gratuit,femme,1
401,2025-10-06 13:20,Paris,Nord,205,APP-5032,Voiture,Electrique,39,41,6.54,9,1.8,1,19,183,2.61,Carte,Marc,18,Standard,homme,4
402,2025-10-06 13:40,Paris,Ouest,137,APP-8801,Velo,Humaine,24,8,6.83,11,1.6,1,15,108,2.05,Carte,Marc,31,Standard,femme,1
403,2025-10-06 14:00,Paris,Centre,54,APP-2550,Trottinette,Electrique,5,31,10.47,21,2.0,0,21,168,1.95,Carte,Emma,25,Gratuit,homme,3
404,2025-10-06 14:20,Paris,Nord,70,APP-3312,Bus,Humaine,31,29,2.78,8,1.3,0,21,150,2.42,Mobile,Alice,22,Standard,femme,3
405,2025-10-06 14:40,Paris,Est,138,APP-2023,Voiture,Electrique,22,37,3.82,15,1.9,1,18,155,2.99,Carte,Leo,32,Standard,homme,1
406,2025-10-06 15:00,Paris,Ouest,202,APP-2487,Trottinette,Humaine,5,44,7.34,12,1.8,0,21,183,1.26,Mobile,Lucas,23,Gratuit,femme,4
407,2025-10-06 15:20,Paris,Est,20,APP-7695,Voiture,Humaine,42,6,1.11,17,1.4,1,21,210,4.98,Mobile,Lucas,65,Gratuit,homme,1
408,2025-10-06 15:40,Paris,Ouest,191,APP-3160,Voiture,Electrique,47,40,7.89,14,2.0,0,19,149,2.93,Mobile,Lucas,20,Standard,femme,1
409,2025-10-06 16:00,Paris,Sud,108,APP-9622,Trottinette,Diesel,16,53,0.51,19,2.2,0,21,223,3.23,Mobile,Hugo,42,Premium,homme,2
410,2025-10-06 16:20,Paris,Nord,84,APP-1105,Trottinette,Humaine,13,53,0.41,15,1.7,1,21,237,5.5,Carte,Lucas,68,Gratuit,femme,4
411,2025-10-06 16:40,Paris,Nord,23,APP-5796,Velo,Electrique,19,48,8.1,19,1.3,0,23,239,2.17,Mobile,Marc,67,Gratuit,homme,1
412,2025-10-06 17:00,Paris,Centre,204,APP-7726,Voiture,Diesel,18,37,8.65,12,2.4,0,22,261,1.42,Carte,Sofia,20,Gratuit,femme,1
413,2025-10-06 17:20,Paris,Sud,238,APP-6596,Velo,Humaine,12,25,6.87,7,3.0,0,28,281,4.56,Mobile,Alice,33,Gratuit,homme,2
414,2025-10-06 17:40,Paris,Ouest,135,APP-1071,Trottinette,Humaine,28,35,11.87,9,2.8,1,24,219,2.66,Mobile,Hugo,18,Gratuit,femme,2
415,2025-10-06 18:00,Paris,Ouest,224,APP-6222,Velo,Electrique,30,28,6.3,7,2.0,0,23,221,3.73,Carte,Alice,23,Standard,homme,2
416,2025-10-06 18:20,Paris,Est,139,APP-9786,Voiture,Electrique,55,8,5.28,6,1.4,0,26,274,5.15,Carte,Sofia,66,Gratuit,femme,4
417,2025-10-06 18:40,Paris,Nord,116,APP-4300,Bus,Humaine,55,30,11.9,9,1.3,1,22,235,4.57,Mobile,Alice,29,Gratuit,homme,2
418,2025-10-06 19:00,Paris,Est,48,APP-9504,Trottinette,Humaine,23,6,8.42,29,1.5,0,23,256,3.25,Mobile,Lucas,41,Premium,femme,2
419,2025-10-06 19:20,Paris,Sud,110,APP-4615,Voiture,Electrique,18,25,0.75,21,1.9,0,26,235,3.28,Carte,Lucas,20,Premium,homme,1
420,2025-10-06 19:40,Paris,Nord,204,APP-3948,Trottinette,Humaine,15,29,9.88,18,2.4,1,25,291,4.24,Mobile,Sofia,20,Gratuit,femme,4
421,2025-10-06 20:00,Paris,Sud,53,APP-3138,Velo,Diesel,43,9,3.49,22,1.5,1,16,115,5.54,Mobile,Leo,27,Gratuit,homme,3
422,2025-10-06 20:20,Paris,Sud,58,APP-1617,Trottinette,Humaine,42,15,1.51,12,1.5,1,23,187,3.87,Mobile,Sofia,56,Gratuit,femme,1
423,2025-10-06 20:40,Paris,Centre,191,APP-6486,Voiture,Electrique,11,27,0.76,25,1.8,1,17,150,2.91,Mobile,Lucas,20,Standard,homme,1
424,2025-10-06 21:00,Paris,Centre,57,APP-2282,Trottinette,Humaine,12,13,11.66,18,2.9,1,14,110,4.8,Carte,Alice,31,Standard,femme,3
425,2025-10-06 21:20,Paris,Ouest,35,APP-5028,Bus,Humaine,38,10,0.94,4,1.8,0,21,159,1.82,Carte,Sofia,22,Gratuit,homme,2
426,2025-10-06 21:40,Paris,Est,12,APP-9690,Velo,Humaine,3,43,2.46,8,1.5,1,18,140,3.38,Carte,Leo,20,Gratuit,femme,1
427,2025-10-06 22:00,Paris,Centre,115,APP-6545,Trottinette,Diesel,5,50,4.5,7,3.0,1,16,139,5.82,Carte,Nina,67,Standard,homme,2
428,2025-10-06 22:20,Paris,Centre,147,APP-6069,Velo,Electrique,56,40,7.02,11,2.7,1,23,199,4.07,Mobile,Emma,26,Standard,femme,4
429,2025-10-06 22:40,Paris,Sud,240,APP-2358,Trottinette,Diesel,10,20,10.31,15,1.9,0,17,133,3.69,Carte,Alice,22,Premium,homme,1
430,2025-10-06 23:00,Paris,Nord,70,APP-1376,Voiture,Diesel,54,33,10.46,20,2.3,1,20,127,2.74,Mobile,Alice,22,Standard,femme,4
431,2025-10-06 23:20,Paris,Centre,182,APP-1131,Trottinette,Humaine,43,54,3.51,13,2.9,0,17,178,1.74,Carte,Leo,30,Gratuit,homme,3
432,2025-10-06 23:40,Paris,Est,207,APP-2832,Bus,Electrique,17,54,3.52,10,1.6,1,14,102,4.14,Carte,Lucas,18,Premium,femme,3
433,2025-10-07 00:00,Paris,Nord,174,APP-2313,Bus,Electrique,1,45,11.49,17,3.0,1,24,199,1.32,Mobile,Alice,42,Premium,homme,1
434,2025-10-07 00:20,Paris,Est,248,APP-5736,Trottinette,Electrique,18,14,5.07,13,2.2,0,18,117,4.56,Mobile,Alice,27,Standard,femme,3
435,2025-10-07 00:40,Paris,Ouest,249,APP-5994,Velo,Diesel,50,47,6.29,6,2.8,0,20,140,4.27,Carte,Emma,25,Premium,homme,2
436,2025-10-07 01:00,Paris,Nord,166,APP-8337,Bus,Electrique,11,48,0.38,16,1.3,1,21,156,2.31,Mobile,Nina,25,Gratuit,femme,3
437,2025-10-07 01:20,Paris,Est,147,APP-6729,Voiture,Electrique,21,39,3.29,16,1.4,0,18,158,2.97,Carte,Emma,26,Standard,homme,4
438,2025-10-07 01:40,Paris,Nord,19,APP-3854,Velo,Humaine,32,21,7.28,8,2.0,1,20,124,2.34,Mobile,Alice,30,Gratuit,femme,4
439,2025-10-07 02:00,Paris,Nord,29,APP-4329,Bus,Humaine,49,46,11.47,18,2.0,1,21,146,2.3,Mobile,Emma,21,Gratuit,homme,2
440,2025-10-07 02:20,Paris,Nord,165,APP-4328,Voiture,Humaine,19,56,4.53,12,1.7,1,21,136,3.79,Mobile,Marc,39,Premium,femme,2
441,2025-10-07 02:40,Paris,Sud,53,APP-8346,Voiture,Diesel,54,27,10.74,9,2.2,1,18,141,4.31,Carte,Leo,27,Gratuit,homme,3
442,2025-10-07 03:00,Paris,Centre,228,APP-5144,Voiture,Electrique,34,33,3.56,5,2.1,0,17,132,3.12,Mobile,Leo,18,Premium,femme,3
443,2025-10-07 03:20,Paris,Nord,111,APP-9290,Trottinette,Electrique,30,49,5.11,8,1.5,1,15,104,3.01,Mobile,Sofia,19,Gratuit,homme,3
444,2025-10-07 03:40,Paris,Sud,15,APP-5337,Voiture,Diesel,57,57,5.67,8,2.2,0,21,143,3.65,Carte,Leo,22,Standard,femme,3
445,2025-10-07 04:00,Paris,Ouest,119,APP-5118,Velo,Humaine,26,16,4.52,15,2.3,1,18,132,2.23,Carte,Hugo,18,Standard,homme,4
446,2025-10-07 04:20,Paris,Est,99,APP-1491,Voiture,Diesel,27,18,10.79,14,2.5,0,17,133,4.8,Mobile,Sofia,57,Standard,femme,4
447,2025-10-07 04:40,Paris,Sud,111,APP-6955,Velo,Electrique,40,15,0.77,10,2.7,0,21,176,3.06,Carte,Sofia,19,Gratuit,homme,3
448,2025-10-07 05:00,Paris,Nord,8,APP-9031,Voiture,Diesel,10,33,3.59,14,2.2,0,22,151,5.52,Mobile,Hugo,26,Gratuit,femme,1
449,2025-10-07 05:20,Paris,Centre,57,APP-6248,Trottinette,Electrique,47,25,3.33,11,1.4,0,17,154,2.23,Mobile,Alice,31,Standard,homme,2
450,2025-10-07 05:40,Paris,Est,38,APP-9882,Trottinette,Electrique,56,11,1.63,7,1.3,1,23,181,2.78,Carte,Emma,56,Gratuit,femme,1
451,2025-10-07 06:00,Paris,Sud,57,APP-7889,Velo,Diesel,54,7,10.1,18,2.6,0,21,179,2.81,Carte,Alice,31,Standard,homme,2
452,2025-10-07 06:20,Paris,Ouest,200,APP-7454,Trottinette,Electrique,1,12,6.86,8,2.9,0,19,174,2.05,Carte,Hugo,21,Gratuit,femme,3
453,2025-10-07 06:40,Paris,Sud,51,APP-9701,Voiture,Electrique,21,38,7.9,16,2.9,0,23,177,4.29,Carte,Leo,19,Premium,homme,3
454,2025-10-07 07:00,Paris,Ouest,94,APP-5407,Bus,Electrique,13,55,0.64,28,2.0,0,25,213,5.0,Carte,Alice,18,Gratuit,femme,4
455,2025-10-07 07:20,Paris,Sud,174,APP-4016,Trottinette,Humaine,53,34,10.42,13,1.3,1,26,241,1.33,Carte,Alice,42,Premium,homme,3
456,2025-10-07 07:40,Paris,Nord,131,APP-1996,Bus,Electrique,49,8,6.87,18,2.8,1,22,238,4.34,Mobile,Hugo,29,Gratuit,femme,1
457,2025-10-07 08:00,Paris,Centre,188,APP-1314,Velo,Diesel,49,14,4.48,21,2.4,0,27,286,5.81,Carte,Leo,23,Standard,homme,3
458,2025-10-07 08:20,Paris,Ouest,192,APP-1969,Trottinette,Diesel,51,31,7.48,22,1.1,0,24,257,4.42,Carte,Lucas,29,Premium,femme,4
459,2025-10-07 08:40,Paris,Sud,25,APP-5863,Bus,Electrique,11,14,6.01,14,2.3,0,28,309,1.39,Mobile,Sofia,26,Gratuit,homme,4
460,2025-10-07 09:00,Paris,Centre,98,APP-7249,Trottinette,Diesel,28,25,7.12,15,1.3,0,28,301,3.42,Mobile,Nina,27,Standard,femme,2
461,2025-10-07 09:20,Paris,Ouest,169,APP-3903,Voiture,Diesel,9,36,4.83,19,1.6,1,26,271,4.35,Carte,Lucas,28,Gratuit,homme,2
462,2025-10-07 09:40,Paris,Est,44,APP-5802,Bus,Humaine,36,12,6.62,13,2.1,1,22,265,5.09,Carte,Marc,19,Gratuit,femme,4
463,2025-10-07 10:00,Paris,Nord,180,APP-1163,Velo,Diesel,57,20,4.02,18,2.5,0,19,150,3.58,Carte,Leo,36,Premium,homme,2
464,2025-10-07 10:20,Paris,Ouest,67,APP-9654,Trottinette,Electrique,17,30,8.33,11,1.2,0,17,173,5.24,Carte,Alice,65,Premium,femme,2
465,2025-10-07 10:40,Paris,Sud,241,APP-3301,Velo,Humaine,13,19,6.05,23,1.7,1,20,174,3.58,Carte,Nina,31,Premium,homme,1
466,2025-10-07 11:00,Paris,Ouest,227,APP-6645,Voiture,Humaine,13,28,10.72,19,1.3,1,21,199,2.55,Carte,Hugo,43,Premium,femme,3
467,2025-10-07 11:20,Paris,Sud,166,APP-7724,Velo,Humaine,4,1,1.17,27,1.2,0,18,150,5.04,Carte,Nina,25,Gratuit,homme,4
468,2025-10-07 11:40,Paris,Centre,1,APP-3499,Trottinette,Diesel,50,16,6.5,9,2.7,1,21,165,2.94,Mobile,Alice,29,Gratuit,femme,4
469,2025-10-07 12:00,Paris,Nord,106,APP-1999,Velo,Electrique,11,15,6.4,5,1.1,0,20,146,5.93,Mobile,Marc,21,Premium,homme,2
470,2025-10-07 12:20,Paris,Nord,77,APP-7527,Trottinette,Humaine,4,31,5.96,17,1.8,1,19,175,3.27,Carte,Leo,58,Gratuit,femme,2
471,2025-10-07 12:40,Paris,Ouest,31,APP-2318,Voiture,Diesel,41,30,4.29,17,1.1,0,16,150,3.27,Mobile,Alice,22,Premium,homme,4
472,2025-10-07 13:00,Paris,Ouest,180,APP-2970,Trottinette,Humaine,47,44,2.23,12,2.6,1,15,93,3.0,Carte,Leo,36,Premium,femme,3
473,2025-10-07 13:20,Paris,Sud,149,APP-3229,Trottinette,Electrique,55,49,1.79,12,1.4,1,16,153,3.0,Carte,Emma,63,Standard,homme,2
474,2025-10-07 13:40,Paris,Centre,204,APP-8721,Velo,Diesel,25,2,8.24,13,2.9,0,20,164,5.62,Mobile,Sofia,20,Gratuit,femme,2
475,2025-10-07 14:00,Paris,Sud,17,APP-3621,Voiture,Diesel,58,41,8.22,4,2.8,0,20,184,2.48,Mobile,Nina,68,Gratuit,homme,3
476,2025-10-07 14:20,Paris,Centre,59,APP-7336,Velo,Humaine,29,25,6.7,12,2.3,0,18,187,4.68,Carte,Alice,41,Gratuit,femme,4
477,2025-10-07 14:40,Paris,Est,39,APP-5699,Trottinette,Electrique,40,7,11.02,15,2.9,1,17,162,1.77,Carte,Marc,20,Gratuit,homme,4
478,2025-10-07 15:00,Paris,Centre,139,APP-9818,Velo,Electrique,26,54,9.58,20,1.3,1,21,176,2.86,Carte,Sofia,66,Gratuit,femme,4
479,2025-10-07 15:20,Paris,Ouest,234,APP-6443,Voiture,Humaine,24,28,9.83,15,2.0,0,21,130,2.94,Carte,Nina,43,Standard,homme,1
480,2025-10-07 15:40,Paris,Centre,210,APP-8453,Trottinette,Diesel,12,27,2.57,3,1.9,0,22,190,4.87,Mobile,Alice,30,Premium,femme,1
481,2025-10-07 16:00,Paris,Nord,106,APP-9319,Trottinette,Electrique,36,6,5.17,6,2.4,0,28,319,2.49,Carte,Marc,21,Premium,homme,2
482,2025-10-07 16:20,Paris,Nord,240,APP-1142,Voiture,Electrique,15,12,11.42,17,1.8,0,21,213,5.76,Carte,Alice,22,Premium,femme,3
483,2025-10-07 16:40,Paris,Centre,104,APP-2115,Voiture,Humaine,32,59,6.64,13,1.8,0,28,286,5.8,Mobile,Emma,55,Gratuit,homme,1
484,2025-10-07 17:00,Paris,Est,65,APP-4607,Bus,Humaine,45,29,10.86,8,2.8,1,26,291,2.65,Mobile,Alice,38,Gratuit,femme,3
485,2025-10-07 17:20,Paris,Centre,204,APP-8298,Velo,Humaine,1,12,8.42,14,2.7,0,25,226,2.19,Mobile,Sofia,20,Gratuit,homme,2
486,2025-10-07 17:40,Paris,Ouest,124,APP-6887,Trottinette,Diesel,54,26,3.61,10,2.0,1,23,202,3.9,Carte,Leo,36,Gratuit,femme,2
487,2025-10-07 18:00,Paris,Est,214,APP-5732,Bus,Humaine,14,6,4.29,16,1.8,0,23,241,4.17,Carte,Leo,21,Premium,homme,3
488,2025-10-07 18:20,Paris,Est,126,APP-5742,Voiture,Electrique,58,60,4.74,8,1.6,1,22,271,4.55,Mobile,Marc,43,Gratuit,femme,1
489,2025-10-07 18:40,Paris,Centre,172,APP-3714,Trottinette,Electrique,11,59,1.1,19,2.1,1,25,267,4.82,Mobile,Leo,25,Premium,homme,3
490,2025-10-07 19:00,Paris,Ouest,95,APP-2804,Voiture,Humaine,30,3,11.94,10,2.0,0,26,284,2.76,Mobile,Sofia,24,Premium,femme,3
491,2025-10-07 19:20,Paris,Nord,129,APP-1571,Velo,Humaine,49,22,10.93,16,2.5,0,22,264,5.89,Carte,Marc,48,Gratuit,homme,1
492,2025-10-07 19:40,Paris,Est,110,APP-1704,Trottinette,Humaine,18,9,3.14,11,2.4,0,27,269,3.18,Mobile,Lucas,20,Premium,femme,4
493,2025-10-07 20:00,Paris,Est,110,APP-5711,Trottinette,Electrique,8,30,2.15,6,2.6,1,16,126,4.16,Carte,Lucas,20,Premium,homme,2
494,2025-10-07 20:20,Paris,Ouest,129,APP-2933,Voiture,Humaine,47,12,3.85,16,2.4,0,20,153,5.56,Mobile,Marc,48,Gratuit,femme,1
495,2025-10-07 20:40,Paris,Sud,35,APP-9717,Velo,Electrique,31,12,4.14,19,1.2,1,17,147,4.51,Mobile,Sofia,22,Gratuit,homme,4
496,2025-10-07 21:00,Paris,Sud,247,APP-8880,Velo,Diesel,58,53,2.0,25,1.5,1,22,160,5.23,Carte,Hugo,26,Standard,femme,3
497,2025-10-07 21:20,Paris,Est,241,APP-4855,Voiture,Diesel,24,8,8.46,19,1.5,1,25,219,1.56,Carte,Nina,31,Premium,homme,2
498,2025-10-07 21:40,Paris,Est,121,APP-3854,Bus,Diesel,1,52,6.24,18,1.5,0,17,159,4.61,Mobile,Lucas,19,Premium,femme,3
499,2025-10-07 22:00,Paris,Sud,126,APP-5397,Bus,Electrique,2,4,5.67,10,2.3,1,23,221,3.11,Mobile,Marc,43,Gratuit,homme,1
500,2025-10-07 22:20,Paris,Nord,72,APP-3780,Velo,Diesel,12,4,5.26,25,1.5,0,22,153,5.36,Carte,Emma,20,Standard,femme,2
501,2025-10-07 22:40,Paris,Sud,104,APP-2700,Voiture,Diesel,5,28,4.97,14,2.0,1,18,162,5.21,Mobile,Emma,55,Gratuit,homme,4
502,2025-10-07 23:00,Paris,Est,190,APP-7379,Trottinette,Humaine,25,14,2.88,12,2.2,1,21,140,3.03,Carte,Nina,59,Premium,femme,1
503,2025-10-07 23:20,Paris,Nord,83,APP-3470,Bus,Humaine,29,54,9.5,13,1.5,0,22,158,1.42,Carte,Emma,29,Standard,homme,3
504,2025-10-07 23:40,Paris,Est,30,APP-7078,Trottinette,Diesel,25,8,0.36,12,2.6,1,18,131,2.49,Mobile,Emma,23,Standard,femme,1
505,2025-10-08 00:00,Paris,Est,84,APP-7454,Velo,Electrique,42,38,10.08,16,1.2,0,21,185,3.12,Mobile,Lucas,68,Gratuit,homme,3
506,2025-10-08 00:20,Paris,Sud,180,APP-5032,Trottinette,Electrique,37,50,4.76,17,2.0,1,19,122,1.85,Carte,Leo,36,Premium,femme,4
507,2025-10-08 00:40,Paris,Sud,211,APP-5175,Velo,Diesel,28,29,3.5,15,1.2,1,20,125,2.65,Carte,Emma,54,Standard,homme,3
508,2025-10-08 01:00,Paris,Centre,40,APP-5925,Bus,Diesel,34,4,8.58,14,3.0,1,20,135,1.8,Mobile,Nina,39,Premium,femme,3
509,2025-10-08 01:20,Paris,Est,16,APP-1065,Bus,Electrique,24,44,8.26,11,1.6,1,21,164,4.16,Mobile,Emma,33,Gratuit,homme,1
510,2025-10-08 01:40,Paris,Nord,95,APP-8912,Velo,Electrique,49,34,2.98,12,1.9,1,24,203,3.29,Carte,Sofia,24,Premium,femme,2
511,2025-10-08 02:00,Paris,Sud,103,APP-5442,Bus,Diesel,34,11,9.32,3,1.2,0,18,181,1.95,Carte,Lucas,25,Gratuit,homme,2
512,2025-10-08 02:20,Paris,Sud,61,APP-3968,Trottinette,Electrique,49,60,2.93,20,2.7,1,22,200,1.93,Carte,Emma,36,Premium,femme,2
513,2025-10-08 02:40,Paris,Est,47,APP-5353,Velo,Diesel,26,24,11.84,14,1.9,1,17,152,2.5,Mobile,Alice,18,Gratuit,homme,2
514,2025-10-08 03:00,Paris,Est,31,APP-2153,Trottinette,Diesel,40,33,0.57,17,2.8,1,21,192,4.23,Carte,Alice,22,Premium,femme,1
515,2025-10-08 03:20,Paris,Est,66,APP-1186,Bus,Diesel,53,41,3.99,16,2.9,0,20,206,5.47,Mobile,Lucas,28,Premium,homme,1
516,2025-10-08 03:40,Paris,Sud,67,APP-4303,Trottinette,Electrique,45,35,6.52,17,1.6,1,20,179,5.84,Mobile,Alice,65,Premium,femme,1
517,2025-10-08 04:00,Paris,Est,168,APP-8627,Velo,Electrique,26,19,11.73,4,2.0,1,20,157,3.78,Mobile,Emma,19,Gratuit,homme,1
518,2025-10-08 04:20,Paris,Ouest,120,APP-1636,Velo,Humaine,20,32,5.56,10,1.5,1,23,165,5.8,Mobile,Alice,30,Gratuit,femme,3
519,2025-10-08 04:40,Paris,Centre,132,APP-6482,Bus,Diesel,23,2,11.06,12,2.8,1,15,120,2.58,Carte,Leo,38,Standard,homme,3
520,2025-10-08 05:00,Paris,Est,152,APP-7234,Velo,Humaine,16,53,9.42,16,2.5,0,21,158,5.61,Mobile,Lucas,20,Gratuit,femme,2
521,2025-10-08 05:20,Paris,Est,175,APP-9832,Voiture,Diesel,13,33,2.74,12,2.5,1,22,185,4.53,Mobile,Leo,66,Gratuit,homme,3
522,2025-10-08 05:40,Paris,Est,220,APP-6334,Trottinette,Humaine,7,53,2.57,19,1.2,1,23,183,4.92,Carte,Hugo,29,Premium,femme,3
523,2025-10-08 06:00,Paris,Centre,129,APP-6977,Velo,Diesel,5,46,1.7,20,2.9,1,21,171,5.6,Carte,Marc,48,Gratuit,homme,4
524,2025-10-08 06:20,Paris,Est,22,APP-9119,Trottinette,Humaine,4,59,6.82,9,1.2,1,17,150,1.74,Carte,Nina,29,Gratuit,femme,4
525,2025-10-08 06:40,Paris,Ouest,131,APP-2016,Bus,Electrique,38,38,11.9,21,2.1,0,20,181,2.03,Mobile,Hugo,29,Gratuit,homme,1
526,2025-10-08 07:00,Paris,Sud,224,APP-8769,Velo,Humaine,45,3,1.89,17,2.7,1,24,306,4.7,Carte,Alice,23,Standard,femme,2
527,2025-10-08 07:20,Paris,Centre,23,APP-7586,Trottinette,Diesel,8,20,1.71,10,2.3,1,25,274,4.01,Carte,Marc,67,Gratuit,homme,3
528,2025-10-08 07:40,Paris,Ouest,165,APP-7845,Voiture,Diesel,57,32,7.53,15,2.3,0,25,242,5.79,Mobile,Marc,39,Premium,femme,4
529,2025-10-08 08:00,Paris,Est,117,APP-4842,Trottinette,Electrique,22,53,11.25,10,2.2,1,27,280,4.81,Mobile,Alice,27,Gratuit,homme,2
530,2025-10-08 08:20,Paris,Ouest,209,APP-2343,Trottinette,Humaine,43,5,7.25,3,2.9,1,25,278,3.82,Mobile,Hugo,23,Premium,femme,4
531,2025-10-08 08:40,Paris,Ouest,102,APP-8298,Voiture,Humaine,36,2,2.86,14,2.4,1,28,290,1.58,Mobile,Leo,46,Gratuit,homme,1
532,2025-10-08 09:00,Paris,Est,250,APP-9262,Voiture,Diesel,12,23,1.54,17,2.1,1,24,267,1.69,Carte,Leo,19,Gratuit,femme,3
533,2025-10-08 09:20,Paris,Centre,163,APP-8012,Bus,Humaine,3,58,3.41,16,2.0,0,24,248,5.36,Carte,Lucas,35,Gratuit,homme,1
534,2025-10-08 09:40,Paris,Centre,122,APP-2149,Bus,Diesel,41,59,9.61,21,2.3,1,22,273,4.46,Carte,Sofia,33,Premium,femme,4
535,2025-10-08 10:00,Paris,Ouest,97,APP-1107,Velo,Diesel,39,39,9.31,14,2.8,0,20,166,3.06,Mobile,Emma,32,Gratuit,homme,1
536,2025-10-08 10:20,Paris,Centre,163,APP-1448,Bus,Electrique,13,39,10.25,12,3.1,1,18,150,5.81,Carte,Lucas,35,Gratuit,femme,1
537,2025-10-08 10:40,Paris,Est,238,APP-9275,Bus,Electrique,42,45,8.37,7,1.5,1,15,96,4.69,Mobile,Alice,33,Gratuit,homme,2
538,2025-10-08 11:00,Paris,Nord,207,APP-8282,Bus,Diesel,48,13,3.7,6,2.7,0,18,92,4.0,Mobile,Lucas,18,Premium,femme,3
